기관명,기관구분,주소,홈페이지,latitude,longitude,전화번호
컴넷하우스,정신재활시설,부산광역시 수영구 망미배산로 76번나길 27,cnh.bulgukto.or.kr,35.1769981,129.0982993,051-759-1284
쿨쿨정신건강의학과의원,의원,부산광역시 부산진구 서전로 7 4층 (부전동),,35.157928,129.0605226,051-714-2503
큰빛병원,기초정신건강복지센터,"울산광역시 남구 삼산중로 132(삼산동, 남구보건소 3층)",www.usmhc.or.kr,35.545405,129.3362736,052-272-2505
큰빛병원,병원,울산광역시 남구 문수로457번길 5 (신정동),,35.53344999999999,129.3032955,052-272-2505
큰빛웅촌병원,병원,울산광역시 울주군 웅촌면 웅촌로 685 (),,35.48752899999999,129.2206504,052-221-0165
클럽하우스 해피투게더,정신재활시설,인천광역시 계양구 계양산로 19(2층),www.clubhappy.or.kr,37.5455111,126.7188982,032-545-7585
탑동병원,병원,제주특별자치도 제주시 탑동로 26 (삼도이동),,33.5176901,126.5221782,031-296-3777
탑정신건강의학과의원,의원,서울특별시 강남구 강남대로 408 YBM강남센터 12층 (역삼동),,37.499175,127.0274801,02-6339-1009
태능성심정신건강의학과의원,의원,서울특별시 노원구 동일로 987 2층 (공릉동),,37.6182575,127.074996,979-5757
태백시보건소,보건소,강원도 태백시 태백로 905 ,,37.1371815,129.0011426,033-550-2715
태안군 정신건강복지센터,기초정신건강복지센터,충청남도 태안군 태안읍 서해로 1952-16,,36.75214649999999,126.3228998,041-671-5396
태안군보건의료원,보건소,충청남도 태안군 태안읍 서해로 1952-16,,36.75214649999999,126.3228998,041-671-5303
태원정신건강의학과의원,의원,전라남도 목포시 교육로 77 3층 (상동),,34.8038045,126.4191348,061-284-8831
태화샘솟는집,정신재활시설,서울특별시 마포구 아현동 772,www.fountainhouse.or.kr,37.5509609,126.9528086,070-7706-9588
태화해뜨는샘,정신재활시설,서울특별시 강남구 광평로 185 태화기독교사회복지관 3층,www.sunrising.org,37.4848471,127.0933248,전화번호 없음
태훈의료재단,기초정신건강복지센터,경상북도 봉화군 봉화읍 봉화로 1203,www.bhmhwc.com,36.8906177,128.7419815,639-8800
토마스정신과의원,의원,서울특별시 강남구 논현로150길 26 5층 (논현동),,37.5194867,127.0306522,02-543-6598
통영시 정신건강복지센터,기초정신건강복지센터,"경상남도 통영시 안개4길 108,3층",www.tongyeong.go.kr/health,34.85988469999999,128.4320169,055-650-6176
통영시보건소,보건소,경상남도 통영시 안개4길 108 ,,34.85988469999999,128.4320169,055-649-2280
통영정신건강의학과의원,의원,"경상남도 통영시 중앙로 289 4층 402호 (북신동, 그랜드빌딩)",,34.8561978,128.4283378,055-646-3111
통통샤인정신건강의학과의원,의원,부산광역시 부산진구 가야대로 775 3층 (부전동),,35.1579111,129.0563343,051-805-8042
튼튼어린이병원,병원,"경기도 의정부시 평화로 647 미건메디컬프라자 지하 1,2,3층 (의정부동)",,37.7496269,127.0446275,031-366-2823
파란마음,정신재활시설,"서울특별시 은평구 갈현로 33길 32, 201호",saramsarang.or.kr,37.6217263,126.9131,031-501-8189
파랑새둥지,정신요양시설,충청남도 아산시 신창면 온천대로 842번길 111,www.psnest.co.kr,36.7753252,126.9440127,041-531-6573
파주시보건소,보건소,경기도 파주시 후곡로 13 ,,37.75629380000001,126.7738066,031-820-7300
파주시정신건강복지센터(부설) 자살예방센터,자살예방센터,경기도 파주시 봉천로 68 파주건강증진센터 1층,www.pajumind.org,37.7450483,126.8047839,전화번호 없음
파주정신건강의학과의원,의원,"경기도 파주시 청암로17번길 33 506호 (목동동, 현대메디컬프라자)",,37.7286778,126.7363965,031-949-5905
판교정신건강의학과의원,의원,경기도 성남시 분당구 운중로 122 골드클래스 503호 (운중동),,37.3913623,127.0766311,031-707-7573
펴나난정신건강의학과의원,의원,경상북도 구미시 야은로 305 A동 5층 501-1호 (도량동),,36.1332573,128.3212271,054-454-0500
편한마음정신건강의학과의원,의원,"경기도 광명시 광명로 906 4층 401호 (광명동, 현대아이타워)",,37.4688173,126.8433986,전화번호 없음
편한마음정신과의원,의원,서울특별시 은평구 서오릉로 140 3층 (대조동),,37.611362,126.917615,02-359-0770
평안한사랑병원,병원,경기도 오산시 수목원로 606 오산세교CL타워 6층 (세교동),,37.1858324,127.0422517,031-372-8600
평온정신건강의학과의원,의원,"서울특별시 강동구 양재대로 1477 6층 602호 (길동, 삼환빌딩)",,37.5377869,127.1396906,032-886-0999
평온정신과의원,의원,경기도 부천시 경인로 511 502호 (괴안동),,37.4846936,126.8118996,032-341-4556
평창군보건소,보건소,강원도 평창군 평창읍 중부로 61,,37.3716665,128.3913905,033-332-5158
평촌중앙병원,병원,경기도 안양시 동안구 평촌대로223번길 49 (호계동),,37.3903057,126.952986,031-381-3692
평택시 송탄보건소,보건소,경기도 평택시 서정로 295 북부보건복지센터,,37.0662002,127.0660553,031-8024-6615
평택시 정신건강복지센터,기초정신건강복지센터,경기도 평택시 평택5호 56 평택보건소 A동 2층,pyeongtaek.go.kr/health,36.9907621,127.1118191,031-658-9818
평택시 평택보건소,보건소,경기도 평택시 비전동 850 (평택5로 56) ,,36.9908046,127.111836,031-8024-8856
평화의집,정신재활시설,강원도 춘천시 춘천로 281번길 14-6,http://blog.daum.net/peace20031106,37.8816712,127.7439752,031-466-5555
평화정신재활시설,정신재활시설,"서울특별시 노원구 노원로 331, 평화종합사회복지관 3층(중계동)",www.phcmh.or.kr,37.64648770000001,127.0691703,전화번호 없음
포근한정신건강의학과의원,의원,부산광역시 사상구 사상로 246 3층 (괘법동),,35.1667561,128.9826471,051-717-2353
포천시보건소,보건소,경기도 포천시 포천로 1612 ,,37.9007067,127.201209,031-544-8006
포천시정신건강복지센터,기초정신건강복지센터,경기도 포천시 포천로 1612 보건소 3층,www.pocheonmind.com,37.9007067,127.201209,전화번호 없음
포항성모병원,종합병원,경상북도 포항시 남구 대잠동길 17 (대잠동),,36.0165197,129.3397267,054-284-2279
포항시 남구보건소,보건소,경상북도 포항시 남구 동해안로 6119 ,,35.9924056,129.3965273,054-278-3861
포항시 북구보건소,보건소,경상북도 포항시 북구 삼흥로 98 ,,36.0706521,129.380424,054-262-5448
포항시 중독관리통합지원센터,중독관리통합지원센터,경상북도 포항시 북구 삼흥로98 ,www.pohang.go.kr/iphhealth,36.0706521,129.380424,054-270-4148
포항시남구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 남구 동해안로6119번길,www.pohang.go.kr/ihealth,35.9924056,129.3965273,054-274-4091
포항시북구 정신건강복지센터,기초정신건강복지센터,경상북도 포항시 북구 삼흥로98,www.pohang.go.kr/iphhealth,36.0706521,129.380424,054-270-4194
표경식정신건강의학과의원,의원,"광주광역시 북구 동문대로 152 3층 (두암동, 동강빌딩)",,35.1760447,126.928038,062-251-0396
표인수신경정신과의원,의원,부산광역시 부산진구 중앙대로 684 (부전동),,35.1537156,129.0594383,051-802-7353
표진인정신건강의학과의원,의원,"서울특별시 마포구 백범로 199 206호 (신공덕동, 메트로디오빌)",,37.5434128,126.9528962,6677-4300
푸른고래정신건강의학과의원,의원,"서울특별시 도봉구 도봉로150길 43 2층 207,208호 (방학동, ESA 아파트)",,37.66646739999999,127.0456001,070-8880-9999
푸른마음정신건강의학과의원,의원,"경기도 과천시 중앙로 135 (중앙동, 대상빌딩 304호)",,37.4285909,126.991521,02-507-0770
푸른마음정신과의원,의원,"서울특별시 광진구 능동로50길 8 3,4,5층 (중곡동)",,37.5639461,127.0837106,02-507-0770
푸른숲정신건강의학과의원,의원,부산광역시 부산진구 가야대로 462-1 9층 (개금동),,35.1527533,129.0225928,051-892-2211
푸른존,정신재활시설,"서울특별시 강북구 도봉로 66길 35, 1층(미아동)",proonzone.wix.com/proonzone,37.6307262,127.0267013,전화번호 없음
품,정신재활시설,충청남도 천안시 동남구 양지19길 12-13,http://blog.daum.net/bridging-heart,36.81243,127.13518,031-366-1491
프렌드정신건강의학과의원,의원,"서울특별시 성동구 왕십리로 315 4층 (행당동, 한동타워)",,37.561722,127.0342494,02-2281-8593
피넬정신건강의학과의원,의원,광주광역시 서구 금화로 23 3층 (금호동),,35.1323254,126.8513795,062-383-8575
필요한정신건강의학과의원,의원,광주광역시 서구 상무중앙로 43 3층 (치평동),,35.1508864,126.8477877,062-384-7572
필정신건강의학과의원,의원,대구광역시 북구 팔달로 195 2층 (노원동2가),,35.8907242,128.5737652,02-516-9114
하나마음정신건강의학과의원,의원,"경상북도 포항시 북구 포스코대로 288 4층 (죽도동, 하나은행)",,36.0200829,129.3552702,02-2088-0075
하나정신건강의학과의원,의원,전라북도 부안군 부안읍 번영로 157 (부안읍),,35.7267708,126.737646,031-618-2112
하나정신건강의학과의원,의원,서울특별시 성북구 동소문로 97 5층 2호 (동소문동6가),,37.59214679999999,127.0133019,031-618-2112
하나정신건강의학과의원,의원,경기도 평택시 평택로32번길 28 (평택동),,36.991205,127.0893727,031-618-2112
하나정신건강의학과의원,의원,경기도 안성시 중앙로 370 (석정동),,37.0093454,127.2535964,031-618-2112
하나정신건강의학과의원,의원,충청북도 제천시 풍양로 120 4-5층 (남천동),,37.1363194,128.2124327,031-618-2112
하나정신과의원,의원,서울특별시 강남구 남부순환로 2941 4층 (대치동),,37.49422680000001,127.0617852,02-555-6018
하남SD병원,병원,경기도 하남시 덕풍공원로 41 (덕풍동),,37.5397207,127.1981845,031-793-2882
하남시보건소,보건소,경기도 하남시 대청로 10 ,,37.5391096,127.2146785,031-790-5432
하남시정신건강복지센터,기초정신건강복지센터,"경기도 하남시 미사강변대로 200, 미사보건센터 2층",https://hanam.nid.or.kr/,37.5674776,127.1857685,031-793-6552
하늘빛정신건강의학과의원,의원,"강원도 원주시 능라동길 61 5층 (무실동, 정한타워)",,37.3341504,127.9312276,02-3478-8786
하늘소,정신재활시설,"서울특별시 양천구 화곡로 8길 21-4, 2층",www.하늘소.kr,37.5374439,126.8300272,031-372-7441
하동군 정신건강복지센터,기초정신건강복지센터,경상남도 하동군 하동읍 군청로 31,www.hdspirithealth.hadong.go.kr,35.0667654,127.7525898,055-880-6670
하동군보건소,보건소,경상남도 하동군 하동읍 군청로 31,,35.0667654,127.7525898,055-883-1880
하동우리들병원,병원,경상남도 하동군 금남면 섬진강대로 957 (),,34.9958406,127.8104113,070-4523-3740
하모니공동생활가정,정신재활시설,충청남도 천안시 동남구 원성8길 16,www.harmony2854.com,36.8110942,127.1641425,041-551-2854
하안정신건강의학과의원,의원,"경기도 광명시 범안로 1059 3층 302호 (하안동, 유창빌딩)",,37.4594348,126.8748966,02-895-9290
하얀마음,정신재활시설,"서울특별시 송파구 석촌호수로 20길 28-1, 201호",saramsarang.or.kr,37.504934,127.1028801,031-395-3032
하은정신건강의학과의원,의원,"경기도 이천시 중리천로 76 3층 (중리동, 이천라온팰리스)",,37.2782542,127.4457115,638-8202
하준수정신건강의학과의원,의원,대전광역시 유성구 계룡로 150 305호 (봉명동),,36.3517888,127.3468884,042-824-7505
학교법인 건양교육재단 건양대학교병원,종합병원,대전광역시 서구 관저동로 158 (관저동),,36.3069266,127.3431559,041-837-1200
학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),상급종합병원,서울특별시 성북구 고려대로 73 고려대병원 (안암동5가),,37.5870416,127.0265402,1577-0083
학교법인 울산공업학원 울산대학교병원,종합병원,울산광역시 동구 방어진순환도로 877 울산대학교병원 (전하동),,35.5199659,129.4287538,052-250-7000
학교법인 원광학원(원광대학교병원),광역정신건강복지센터,전라북도 전주시 완산구 홍산북로 57 아이원빌딩 4층,www.jbmhc.or.kr,35.8176222,127.1081668,전화번호 없음
학교법인 을지학원 대전을지대학교병원,종합병원,대전광역시 서구 둔산서로 95 (둔산동),,36.3550668,127.3819877,042-259-1183
학교법인)동의병원,종합병원,부산광역시 부산진구 양정로 62 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동),,35.1703119,129.077121,051-850-8517
학교법인가톨릭학원 가톨릭대학교 대전성모병원,종합병원,대전광역시 중구 대흥로 64 (대흥동),,36.3232247,127.4202437,042-220-9114
학교법인가톨릭학원가톨릭대학교서울성모병원,상급종합병원,서울특별시 서초구 반포대로 222 (반포동),,37.5000792,127.005247,02-1588-1511
학교법인성균관대학삼성창원병원,종합병원,"경상남도 창원시 마산회원구 팔용로 158-158 (합성동, 삼성창원병원)",,35.2422558,128.5924638,055-233-8899
학교법인연세대학교의과대학세브란스병원,상급종합병원,서울특별시 서대문구 연세로 50-1 (신촌동),,37.5646993,126.9394972,전화번호 없음
한가정,정신재활시설,"대전광역시 서구 남선로 60번길 45, 3층(탄방동)",www.hgj.co.kr,36.3485957,127.4013463,031-272-8485
한강정신건강의학과의원,의원,"경기도 김포시 김포한강4로 117 403호 (장기동, 홍우프라자)",,37.6441964,126.6680169,02-797-8272
한결정신건강의학과의원,의원,부산광역시 동구 중앙대로 201 행운예식장 4층 (초량동),,35.1153708,129.0393754,051-465-8275
한국보훈복지의료공단 광주보훈병원,공립,광주광역시 광산구 첨단월봉로 99,,35.2077914,126.8494861,062-604-5600
한국보훈복지의료공단 대구보훈병원,공립,대구광역시 달서구 월곡로 60,,35.8028681,128.5521272,053-630-7000
한국보훈복지의료공단 대구보훈병원,종합병원,대구광역시 달서구 월곡로 60 (도원동),,35.8028681,128.5521272,053-630-7000
한국보훈복지의료공단 대전보훈병원,공립,대전광역시 대덕구 대청로82번길 147(신탄진동),,36.4471368,127.4396862,전화번호 없음
한국보훈복지의료공단 부산보훈병원,종합병원,부산광역시 사상구 백양대로 420 (주례동),,35.1508043,129.0027564,051-601-6180
한국보훈복지의료공단 부산보훈병원,공립,부산광역시 사상구 백양대로 420,,35.1538335,129.0068958,051-601-6180
한국보훈복지의료공단 중앙보훈병원,공립,서울특별시 강동구 진황도로 61길 53,,37.5296969,127.1477172,02-2225-1030
한국보훈복지의료공단 중앙보훈병원,종합병원,서울특별시 강동구 진황도로61길 53 (둔촌동),,37.5296969,127.1477172,02-2225-1030
한국생명의전화,중독관리통합지원센터,"대전광역시 동구 동대전로 333, 3층(가양동)",www.lifeacc.or.kr,36.3500384,127.4424717,02-764-8783
한국원자력의학원원자력병원,공립,서울특별시 노원구 노원로 75,,37.62839779999999,127.0822704,02-970-2114
한국원자력의학원원자력병원,종합병원,서울특별시 노원구 노원로 75 한국원자력의학원 (공릉동),,37.6294332,127.0826468,02-970-2114
한귀원정신건강의학과의원,의원,부산광역시 수영구 수영로 394 (남천동),,35.1414019,129.1075709,051-612-1119
한그루,정신재활시설,"서울특별시 구로구 서해안로 30길 17, 301",hangru.org,37.4930004,126.8441907,070-4197-4321
한농교정신건강의학과의원,의원,경상남도 김해시 내외중앙로 44 (외동),,35.2339653,128.8668855,055-325-7725
한동수신경정신과의원,의원,인천광역시 미추홀구 미추홀대로 708 (주안동),,37.4605195,126.6805201,전화번호 없음
한림대학교 강남성심병원,종합병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",,37.4928431,126.9086305,02-829-5114
한림대학교 성심병원,기초정신건강복지센터,경기도 안양시 만안구 문예로 48,www.telepsy.co.kr,37.3858974,126.932741,031-8003-4410
한림대학교 춘천성심병원,기초정신건강복지센터,경기도 가평군 가평읍 가화로 155-15,www.gpmhc.com,37.8330051,127.5108011,033-240-5000
한림대학교 춘천성심병원,중독관리통합지원센터,강원도 춘천시 삭주로84 수인빌딩3층 ,www.alcoholfree.or.kr,37.8834003,127.7402433,033-240-5000
한림대학교 한강성심병원,종합병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",,37.523134,126.9096815,02-2639-5555
한림대학교동탄성심병원,종합병원,경기도 화성시 큰재봉길 7 (석우동),,37.2166622,127.0800079,031-8003-4410
한림대학교부속 춘천성심병원,종합병원,강원도 춘천시 삭주로 77 77,,37.883744,127.7396063,033-240-5000
한림대학교성심병원,상급종합병원,경기도 안양시 동안구 관평로170번길 22 (평촌동),,37.3915131,126.9618234,031-8003-4410
한림병원,종합병원,인천광역시 계양구 장제로 722- (작전동),,37.5239791,126.7332189,031-8003-6288
한마루정신건강의학과의원,의원,"서울특별시 중구 다산로 245 302호 (무학동, 상민빌딩)",,37.5649246,127.0158548,2234-5510
한마음병원,종합병원,제주특별자치도 제주시 연신로 52 (이도이동),,33.496662,126.5463418,031-355-3582
한마음세상,정신재활시설,"서울특별시 강서구 초록마을로 32길, 33-18",www.wmind.org,37.53789700000001,126.8463251,02-875-9666
한마음신경정신과의원,의원,광주광역시 서구 상무대로 907 (쌍촌동),,35.1528754,126.8625264,02-2696-0074
한마음신경정신과의원,의원,부산광역시 동래구 충렬대로 117 (온천동),,35.2065245,129.0737002,02-2696-0074
한마음의집,정신재활시설,"서울특별시 서대문구 연희로39다길 20, 1층",www.hanmaumzip.or.kr,37.5870971,126.9316302,042-582-7582
한마음정신건강의학과의원,의원,대구광역시 달서구 달구벌대로 1200 1층 (신당동),,35.8512658,128.4986462,02-2696-0074
한마음정신건강의학과의원,의원,서울특별시 양천구 중앙로 282 (신정동),,37.5215815,126.8526466,02-2696-0074
한마음정신건강의학과의원,의원,"경기도 파주시 문화로 103 3층 (금촌동, 춘전빌딩)",,37.7632949,126.7744504,02-2696-0074
한마음정신과의원,의원,"인천광역시 부평구 동수로 61 4층 (부평동, 공익스포렉스빌딩)",,37.4855402,126.7253854,02-2696-0074
한마음정신보건재활센터,정신재활시설,경상북도 경주시 동성로 35,www.one-mind.co.kr,35.8435876,129.2051037,054-777-5363
한미래사회복귀센터,정신재활시설,"부산광역시 부산진구 거제대로 16-4, 4층 ",cafe.naver.com/hanmirae0611,35.169953,129.0676972,051-646-7425
한별정신건강병원,기초정신건강복지센터,경기도 김포시 사우중로 108보건소 별관2층,www.gimpomhc.or.kr,37.6235625,126.7227706,02-955-9924
한별정신건강의학과의원,의원,"서울특별시 양천구 목동서로 256 3층 (목동, 동문빌딩)",,37.5246051,126.8692404,02-2062-1119
한빛둥지,정신재활시설,대전광역시 서구 변동로 12-1(변동),cafe.naver.com/cjdwnrksgh,36.3273824,127.3751577,042-587-7888
한빛신경정신과의원,의원,경기도 부천시 신흥로 228 (중동),,37.504086,126.7763431,041-572-6886
한빛정신건강의학과의원,의원,제주특별자치도 제주시 서광로 184 (삼도일동),,33.4997222,126.5160875,062-515-7558
한빛정신건강의학과의원,의원,"서울특별시 관악구 남부순환로 1838 13층 (봉천동, CS타워)",http://www.hanbitnp.net/,37.4804895,126.9540373,
한빛정신건강의학과의원,의원,대전광역시 대덕구 신탄진로 822 (신탄진동),,36.45076,127.4291562,062-515-7558
한빛정신건강의학과의원,의원,"광주광역시 북구 북문대로 133 3층 301호 (운암동, 운현빌딩)",,35.1808087,126.8735748,062-515-7558
한빛정신건강의학과의원,의원,경상남도 진주시 촉석로 178 2동 2층 (중안동),,35.1943157,128.081293,062-515-7558
한빛정신과의원,의원,충청남도 천안시 서북구 충무로 204 2층 (쌍용동),,36.7960791,127.1291326,041-572-6886
한빛하우스,정신재활시설,"서울특별시 서대문구 연희로39다길 20, 2층",caf?.naver.com/hanbichouse,37.5870971,126.9316302,02-379-8285
한사랑,정신재활시설,전라북도 완주군 상관면 신리로 61,www.hansarangzzang.com,35.7681513,127.2099612,031-297-8291
한사랑병원,중독관리통합지원센터,경상남도 김해시 분성로227번길 211호,www.ghacc.co.kr,35.2321242,128.8710857,031-611-7933
한사랑정신건강의학과의원,의원,경기도 고양시 일산서구 중앙로 1416 한사랑빌딩 403호 (주엽동),,37.6697949,126.7629766,031-917-7557
한사랑정신건강의학과의원,의원,부산광역시 부산진구 가야대로 769 (부전동),,35.1581096,129.0557695,031-917-7557
한사랑정신건강의학과의원,의원,"경기도 시흥시 수인로 3362 4층 (신천동, 태종빌딩)",,37.4406074,126.7854764,031-917-7557
한사랑정신건강의학과의원,의원,전라북도 순창군 순창읍 옥천로 42-1 (순창읍),,35.3763187,127.1408304,031-917-7557
한사랑정신과의원,의원,제주특별자치도 제주시 서광로 300 (이도이동),,33.5003334,126.5284421,064-725-0222
한서중앙병원,병원,경기도 의정부시 평화로 447 (의정부동),,37.7318779,127.0477173,031-826-2734
한서중앙병원,기초정신건강복지센터,"경기도 연천군 은대성로 95, 연천군보건의료원내 연천군정신건강복지센터",www.yccmhc.or.kr,38.0234525,127.0609761,031-826-2734
한솔신경정신과의원,의원,서울특별시 관악구 난곡로 268 3층 (신림동),,37.4779195,126.915507,02-830-7588
한양대학교 산학협력단,기초정신건강복지센터,경기도 구리시 건원대로 34번길 84 ,www.guri.go.kr/main/health,37.6048333,127.1451154,02-599-3837
한양대학교구리병원,종합병원,경기도 구리시 경춘로 153 (교문동),,37.6012007,127.132449,031-551-4930
한양대학교병원,상급종합병원,서울특별시 성동구 왕십리로 222-1 (사근동),,37.5623475,127.0468637,02-2204-9970
한양대학교병원,기초정신건강복지센터,서울특별시 성동구 행당로12,www.mindcare.or.kr,37.554496,127.0214543,02-2204-9970
한양정신과의원,의원,"경기도 남양주시 늘을2로 20 301호 (호평동, CH리베로)",,37.6544912,127.2440951,031-559-8270
한양정신과의원,의원,울산광역시 중구 새즈믄해거리 6 (성남동),,35.5553482,129.3204428,031-559-8270
한울림,정신재활시설,서울특별시 성북구 보국문로 6길 5-10번지 202호,cafe.naver.com/hanullim,37.6063157,127.0116277,010-3771-9141
한울빌리지,정신요양시설,충청남도 논산시 양촌면 계백한전길 161,www.hanulvillage.or.kr,36.1941431,127.1963879,070-8248-5242
한울지역 정신건강센터,정신재활시설,서울특별시 관악구 장군봉길 46,www.1wool.or.kr,37.4809722,126.9392732,02-877-9964
한울타리,정신재활시설,"대전광역시 서구 도산로 131-1, 3층(도마동)",www.hanfence.or.kr,36.3202211,127.3774154,070-7786-8111
한원선신경정신과의원,의원,경기도 안양시 만안구 안양로 294 3층 (안양동),,37.3985485,126.9219326,031-449-9894
한일유(U)병원,병원,대구광역시 달서구 장기로 100 (성당동),,35.84370260000001,128.5498145,전화번호 없음
한정신건강의학과의원,의원,부산광역시 동구 중앙대로 375 1층2층 (수정동),,35.1290659,129.0485822,051-441-5071
한평주정신건강의학과의원,의원,"경기도 양주시 평화로 1426 (덕계동, 영토빌딩 9층)",,37.8181163,127.0462692,031-867-7780
함께하는 정신건강의학과 의원,의원,강원도 춘천시 동내면 춘천순환로 58 5층,,37.85509510000001,127.7503639,033-261-1239
함께하는정신건강의학과의원,의원,경기도 성남시 중원구 광명로 313 이화빌딩 3층 (금광동),,37.4450807,127.1607052,033-261-1240
함안군보건소,보건소,경상남도 함안군 가야읍 중앙남4길 10 ,,35.2755894,128.4102975,055-580-4092
함양군 정신건강복지센터,기초정신건강복지센터,경상남도 함안군 중앙남4길 10,www.health.haman.go.kr,35.2755894,128.4102975,055-964-2280
함양군 정신건강복지센터,기초정신건강복지센터,경상남도 함양군 함양읍 한들로 139,,35.5195346,127.7316918,055-964-2280
함양군보건소,보건소,경상남도 함양군 함양읍 한들로 141 ,,35.5195346,127.7316918,055-960-5378
함양정신요양원,정신요양시설,경상남도 함양군 함양읍 월명길12,www.lovemind.or.kr,35.520824,127.7789918,055-962-2071
함평군 정신건강복지센터,기초정신건강복지센터,전라남도 함평군 함평읍 중앙길 54-8,www.hampyeong.go.kr/health,35.0621754,126.524218,061-320-2421
함평군보건소,보건소,전라남도 함평군 함평읍 중앙길 54-8 ,,35.0621754,126.524218,061-320-2954
합천고려병원,병원,경상남도 합천군 대양면 대야로 737-20 (대양면),,35.5526613,128.1612241,055-933-7822
합천군 정신건강복지센터,기초정신건강복지센터,경상남도 합천군 합천읍 동서로39,www.health.hc.go.kr,35.5667029,128.1628191,055-931-6200
합천군보건소,보건소,경상남도 합천군 합천읍 동서로 39,,35.5667029,128.1628191,055-930-3812
해군포항병원,국립,경상남도 창원시 진해구 진해대로 963번길 35,,35.1462693,128.7129239,054-290-2423
해군포항병원,병원,경상북도 포항시 남구 오천읍 충무로 70 (),,35.9751836,129.4183078,054-290-2423
해군해양의료원,국립,경상남도 창원시 진해구 진해대로 963번길 35,,35.1462693,128.7129239,055-547-9437
해군해양의료원,병원,경상남도 창원시 진해구 진해대로963번길 35 (자은동),,35.1462693,128.7129239,055-547-9437
해남군 정신건강복지센터,기초정신건강복지센터,전라남도 해남군 해남읍 해남로 46,,34.5704347,126.6119487,061-530-5562
해남군보건소,보건소,전라남도 해남군 해남읍 해남로 46 ,,34.5704347,126.6119487,061-531-4261
해남우리종합병원,종합병원,전라남도 해남군 옥천면 해남로 597 (),,34.5841115,126.6464966,061-530-7260
해동병원,종합병원,부산광역시 영도구 태종로 133 (봉래동3가),,35.0944702,129.0443361,02-968-4889
해들정신건강의학과의원,의원,서울특별시 광진구 아차산로 229 한림타워 4층 404호 (화양동),,37.5407319,127.069008,02-465-0300
해마음정신건강의학과의원,의원,경상남도 진주시 진주대로 880 3층 (칠암동),,35.1791594,128.0913234,055-754-3375
해맑은뜰,정신재활시설,"서울특별시 은평구 갈현로 47길 32-14, 101호",cafe.daum.net/haeddeul8,37.6290638,126.9165994,02-389-8324
해맑은미소,정신재활시설,"경기도 안산시 상록구 태마당로 1길4, c동 101호(부곡동, 양지하이츠빌라)",,37.33066,126.8627667,02-830-0509
해맑은정신건강의학과의원,의원,광주광역시 북구 설죽로 342 2층 (오치동),,35.1899265,126.8993115,042-487-7505
해맑은정신건강의학과의원,의원,"경기도 수원시 팔달구 정조로801번길 3 (팔달로2가, 삼광빌딩 4층)",,37.2799326,127.0156807,042-487-7505
해맑은정신건강의학과의원,의원,대전광역시 서구 대덕대로 182 4층 (둔산동),,36.3492653,127.3776884,042-487-7505
해맑은정신과의원,의원,"경상남도 김해시 삼계중앙로 22 302호 (삼계동, 서빈굿타임빌딩)",,35.2601443,128.8675486,031-242-5586
해민정신건강의학과의원,의원,서울특별시 성동구 왕십리로 309 3층 303호 (행당동),,37.5597697,127.029728,02-2292-1535
해바라기 ,정신재활시설,"경기도 화성시 병점3로 38-2, 태림빌라다동 101호",www.ksh1995.org,37.2079971,127.0377571,031-372-7979
해비치,정신재활시설,서울특별시 서대문구 증가로 24마길 11,,37.5827411,126.9169504,031-405-0922
해사랑,정신재활시설,"서울특별시 은평구 연서로41길 41, 301호",www.wmind.org,37.6273541,126.9251398,031-256-6427
해성정신건강의학과의원,의원,충청남도 서천군 서천읍 충절로 50 2층,,36.0749161,126.6883237,041-952-0079
해솔,정신재활시설,경기도 성남시 중원구 자혜로 16번길 28-1 401호,haesol.tnaru.net/,37.4480359,127.1602902,031-354-0270
해솔정신건강의학과의원,의원,"경기도 화성시 동탄반석로 120 8층 803호 (반송동, 제일프라자)",,37.1996041,127.071644,02-6357-7575
해솔정신건강의학과의원,의원,"서울특별시 송파구 올림픽로 336 (방이동, 대우유토피아오피스텔 204호)",,37.5154007,127.1072819,02-6357-7575
해솔정신건강의학과의원,의원,서울특별시 마포구 백범로 13 신촌르메이에르타운II 3층 303호 (노고산동),,37.5534298,126.9374927,02-6357-7575
해솔정신과의원,의원,인천광역시 연수구 인천타워대로 251 아트윈몰 202호 (송도동),,37.3927037,126.6322511,032-814-8883
해수소중한아이정신건강의학과의원,의원,"경기도 성남시 분당구 돌마로 68 405호 (구미동, 분당프라자)",,37.3496405,127.1095316,070-4451-5071
해오름,정신재활시설,서울특별시 마포구 망원로11길 27-54,caf?.daum.net/haeohrum,37.5586177,126.9056677,031-351-7577
해운대구보건소,보건소,부산광역시 해운대구 양운로 37번길 59 ,,35.1639487,129.178911,051-544-4000
해운대백병원,기초정신건강복지센터,부산광역시 수영구 수영로 637-5수영구보건소 2층,www.growthmhc.or.kr,35.1625694,129.1135604,051-704-0199
해운대자명병원,기초정신건강복지센터,"부산광역시 해운대구 양운로 37번길 59, 보건소 내 2층",www.hmhc.or.kr,35.1639487,129.178911,051-780-5566
